timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1731594180000,632.98000000,633.02000000,632.13000000,632.14000000,292.94900000,1731594239999,185361.07852000,1285,56.51100000,35760.63597000,0
1731594240000,632.14000000,632.60000000,632.11000000,632.55000000,238.32200000,1731594299999,150707.52792000,2202,95.07000000,60117.78984000,0
1731594300000,632.55000000,633.47000000,632.27000000,633.47000000,448.46400000,1731594359999,283762.92832000,2519,286.85500000,181503.23867000,0
1731594360000,633.46000000,633.84000000,633.36000000,633.84000000,215.63500000,1731594419999,136629.63249000,1984,66.72100000,42273.93439000,0
1731594420000,633.84000000,634.30000000,633.73000000,634.01000000,380.56300000,1731594479999,241260.98725000,1192,101.72700000,64496.08822000,0
1731594480000,634.00000000,635.00000000,633.90000000,634.52000000,914.13100000,1731594539999,580113.48258000,1325,693.96100000,440448.97914000,0
1731594540000,634.52000000,635.24000000,634.40000000,634.94000000,371.82900000,1731594599999,236068.62911000,1354,203.81900000,129397.39362000,0
1731594600000,634.93000000,635.88000000,634.92000000,635.29000000,761.62600000,1731594659999,483946.02769000,2146,514.00300000,326584.32876000,0
1731594660000,635.29000000,636.39000000,635.29000000,635.54000000,600.95700000,1731594719999,382098.93449000,2147,292.06300000,185698.80471000,0
1731594720000,635.55000000,636.48000000,634.81000000,635.20000000,1271.33800000,1731594779999,808188.98525000,2234,854.04700000,542885.36881000,0
1731594780000,635.20000000,637.44000000,635.20000000,636.53000000,1720.01800000,1731594839999,1094823.02979000,2390,1215.29700000,773646.13013000,0
1731594840000,636.47000000,636.70000000,635.93000000,636.10000000,534.56700000,1731594899999,340129.99176000,1899,170.84300000,108706.20171000,0
1731594900000,636.09000000,636.30000000,634.70000000,635.17000000,1198.54200000,1731594959999,761341.82986000,2450,303.04800000,192548.10122000,0
1731594960000,635.19000000,635.29000000,631.81000000,631.89000000,1071.47500000,1731595019999,678566.83225000,2212,396.29300000,250759.50593000,0
1731595020000,631.85000000,632.74000000,630.92000000,630.97000000,933.19000000,1731595079999,589619.76365000,2406,455.49900000,287796.95080000,0
